TestSeason,Date,HomeTeam,AwayTeam,Bet,ModelProb,Odds,EV,ActualResult,Profit,Won
2021,2021-12-19,Getafe,Osasuna,draw,0.37620568333463783,2.9,0.0909964816704496,home,-1.0,False
2021,2021-12-19,Ath Bilbao,Betis,away,0.46662550365824645,3.5,0.6331892628038627,home,-1.0,False
2021,2021-12-20,Levante,Valencia,away,0.44334823772071336,2.75,0.21920765373196183,away,1.75,True
2021,2021-12-21,Sevilla,Barcelona,home,0.48275311937775445,2.5,0.20688279844438617,draw,-1.0,False
2021,2021-12-21,Villarreal,Alaves,draw,0.24861587987107048,5.0,0.2430793993553524,home,-1.0,False
2021,2021-12-22,Ath Bilbao,Real Madrid,away,0.718756625179846,2.1,0.5093889128776765,away,1.1,True
2021,2021-12-22,Granada,Ath Madrid,away,0.6510909417440702,1.61,0.04825641620795307,home,-1.0,False
2021,2021-12-31,Valencia,Espanol,home,0.5999399003252864,1.8,0.0798918205855157,away,-1.0,False
2021,2022-01-02,Mallorca,Barcelona,away,0.6651994966414987,2.15,0.4301789177792221,away,1.15,True
2021,2022-01-02,Getafe,Real Madrid,away,0.7278455249859154,1.65,0.20094511622676037,home,-1.0,False
2021,2022-01-02,Elche,Granada,draw,0.3535342081156711,3.1,0.09595604515858036,draw,2.1,True
2021,2022-01-02,Ath Madrid,Vallecano,away,0.14569635689274832,9.5,0.384115390481109,home,-1.0,False
2021,2022-01-02,Alaves,Sociedad,away,0.5422009498903635,2.25,0.21995213725331775,draw,-1.0,False
2021,2022-01-02,Betis,Celta,home,0.6517938283557665,1.72,0.12108538477191844,away,-1.0,False
2021,2022-01-03,Cadiz,Sevilla,away,0.7495996497041972,1.85,0.386759351952765,away,0.8500000000000001,True
2021,2022-01-03,Osasuna,Ath Bilbao,home,0.41017472449631337,3.1,0.27154164593857155,away,-1.0,False
2021,2022-01-03,Villarreal,Levante,draw,0.22958888756850185,5.0,0.1479444378425092,home,-1.0,False
